source_system,supplier_name,supplier_name_clean,supplier_name_normalized,email_clean,email_is_valid,phone_digits,phone_is_valid,category_standardized,order_date,delivery_date,order_status_clean,quantity_ordered,negotiated_price_amount,annual_spend_amount,defective_units_count,compliance_status_clean,risk_signal,completeness_score
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2022-10-19,2022-11-01,Delivered,1493.0,22.89,34174.770000000004,56.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2023-09-19,2023-09-23,Delivered,1185.0,99.05,117374.25,,Yes,low,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Packaging,2023-07-22,2023-07-28,Delivered,1934.0,25.6,49510.4,78.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2023-11-11,2023-11-18,Delivered,1969.0,61.96,121999.24,,Yes,low,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2022-04-29,2022-05-05,Pending,871.0,92.66,80706.86,46.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2022-07-28,2022-08-07,Delivered,1350.0,56.95,76882.5,71.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Packaging,2023-06-02,2023-06-04,Pending,1969.0,87.28,171854.32,108.0,No,high,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Electronics,2023-10-12,2023-10-14,Partially Delivered,689.0,95.23,65613.47,38.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2023-03-10,2023-03-29,Delivered,1106.0,38.6,42691.6,51.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2022-12-08,2022-12-19,Pending,1956.0,28.48,55706.88,86.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2023-10-15,2023-10-21,Partially Delivered,1448.0,21.62,31305.760000000002,84.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Packaging,2022-09-26,2022-10-11,Delivered,1095.0,23.75,26006.25,53.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2023-01-14,2023-01-27,Delivered,1682.0,101.3,170386.6,94.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Packaging,2022-05-11,2022-05-25,Partially Delivered,502.0,28.94,14527.880000000001,27.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2023-01-09,,Pending,865.0,25.69,22221.850000000002,47.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Electronics,2022-06-08,2022-06-14,Delivered,1119.0,23.82,26654.58,,Yes,low,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Packaging,2022-08-31,2022-09-02,Delivered,1446.0,84.51,122201.46,77.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2022-06-16,2022-06-24,Delivered,567.0,85.29,48359.43,21.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2023-02-26,2023-03-17,Cancelled,1422.0,25.18,35805.96,65.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2022-09-12,2022-09-22,Partially Delivered,351.0,71.3,25026.3,20.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2023-12-20,2024-01-09,Delivered,1172.0,32.09,37609.48,69.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Electronics,2022-04-21,2022-04-30,Delivered,749.0,70.02,52444.979999999996,41.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2022-08-22,2022-08-30,Delivered,1396.0,67.81,94662.76000000001,58.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2023-11-07,2023-11-20,Delivered,1866.0,48.2,89941.20000000001,96.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2022-12-03,2022-12-04,Pending,619.0,35.02,21677.38,34.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2022-03-13,2022-03-24,Delivered,1945.0,9.98,19411.100000000002,94.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2023-06-06,2023-06-22,Pending,1361.0,24.29,33058.69,65.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2023-02-14,2023-02-15,Delivered,903.0,60.15,54315.45,29.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2022-01-29,,Delivered,204.0,37.46,7641.84,10.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2022-07-02,2022-07-06,Delivered,834.0,56.19,46862.46,,Yes,low,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Packaging,2023-08-18,2023-09-01,Partially Delivered,1177.0,34.27,40335.79,60.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2023-09-03,2023-09-04,Delivered,1249.0,47.29,59065.21,59.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2022-12-20,2022-12-25,Delivered,1550.0,97.43,151016.5,66.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2023-03-23,2023-03-31,Delivered,808.0,21.64,17485.12,39.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Packaging,2023-06-17,2023-06-28,Pending,734.0,78.92,57927.28,34.0,No,high,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Electronics,2023-01-08,2023-01-14,Delivered,449.0,10.67,4790.83,29.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Electronics,2022-03-13,2022-03-28,Delivered,1021.0,18.23,18612.83,37.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Electronics,2022-10-30,2022-11-16,Cancelled,1198.0,90.09,107927.82,,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2023-01-24,2023-02-03,Delivered,1765.0,78.43,138428.95,78.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2023-02-20,2023-02-22,Delivered,493.0,41.44,20429.92,24.0,No,high,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2022-08-04,2022-08-19,Delivered,1645.0,64.0,105280.0,79.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Electronics,2023-11-23,2023-12-01,Pending,933.0,65.47,61083.51,42.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2022-03-28,2022-04-04,Delivered,1893.0,50.1,94839.3,98.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2023-10-11,2023-10-26,Delivered,685.0,90.05,61684.25,38.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2023-11-20,2023-11-30,Cancelled,169.0,43.4,7334.599999999999,,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2022-11-14,2022-11-20,Pending,880.0,18.69,16447.2,,No,high,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2022-08-19,2022-08-25,Delivered,1860.0,92.17,171436.2,105.0,No,high,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2022-09-08,2022-09-27,Pending,1547.0,53.43,82656.21,77.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2023-03-01,2023-03-18,Delivered,1466.0,70.35,103133.09999999999,72.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Packaging,2023-08-13,2023-08-16,Delivered,1062.0,32.38,34387.560000000005,,Yes,low,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Packaging,2023-05-22,2023-06-09,Partially Delivered,562.0,90.88,51074.56,38.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2023-03-12,2023-03-15,Delivered,537.0,71.18,38223.66,20.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2023-06-01,2023-06-12,Delivered,1293.0,59.42,76830.06,79.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2023-04-06,2023-04-10,Delivered,1007.0,28.48,28679.36,49.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Packaging,2022-09-23,2022-10-08,Delivered,1061.0,12.36,13113.96,56.0,No,high,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Packaging,2023-06-18,2023-07-02,Delivered,267.0,61.18,16335.06,17.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2022-09-02,2022-09-09,Delivered,390.0,100.12,39046.8,20.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2022-10-06,2022-10-18,Partially Delivered,72.0,89.49,6443.28,1.0,No,high,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2022-12-10,2022-12-20,Delivered,1835.0,82.36,151130.6,85.0,No,high,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Electronics,2022-05-22,2022-05-31,Partially Delivered,1173.0,29.18,34228.14,,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2022-06-06,2022-06-19,Delivered,811.0,30.33,24597.629999999997,58.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Packaging,2022-03-07,2022-03-11,Cancelled,1681.0,96.38,162014.78,90.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Packaging,2022-12-05,2022-12-17,Delivered,1398.0,67.09,93791.82,57.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Electronics,2023-02-04,,Delivered,1618.0,28.41,45967.38,62.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2023-07-14,,Delivered,1500.0,27.24,40860.0,72.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2022-08-13,2022-09-02,Partially Delivered,1650.0,90.45,149242.5,85.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2023-11-10,,Delivered,825.0,97.65,80561.25,30.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,"Maintenance, Repair, and Operations",2022-03-27,2022-04-06,Delivered,1995.0,82.65,164886.75,87.0,No,high,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2022-05-19,2022-05-31,Pending,1071.0,58.5,62653.5,,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Electronics,2022-12-12,2022-12-30,Delivered,1148.0,17.16,19699.68,61.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Packaging,2022-10-12,2022-10-17,Delivered,1449.0,49.28,71406.72,71.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2022-08-18,,Delivered,506.0,72.69,36781.14,20.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2023-10-30,2023-11-09,Delivered,788.0,94.44,74418.72,32.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2022-02-11,2022-02-13,Delivered,1762.0,65.71,115781.01999999999,94.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Electronics,2022-09-02,2022-09-15,Delivered,712.0,89.39,63645.68,43.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2023-01-13,2023-01-28,Delivered,916.0,53.37,48886.92,47.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Packaging,2023-09-13,2023-09-28,Delivered,1871.0,37.41,69994.11,101.0,No,high,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Office Supplies,2022-11-15,2022-11-22,Pending,645.0,30.88,19917.6,27.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Electronics,2022-04-21,2022-05-04,Cancelled,1953.0,62.95,122941.35,87.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Electronics,2023-08-16,2023-09-02,Delivered,778.0,61.6,47924.8,47.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2022-11-16,2022-11-22,Delivered,446.0,19.46,8679.16,14.0,Yes,medium,1.0
kaggle_procurement_kpi,Gamma_Co,Gamma Co,GAMMA,,,,,Raw Materials,2022-03-19,2022-04-07,Delivered,494.0,81.89,40453.66,29.0,Yes,medium,1.0
government_vendor,Invalid Tax Co,Invalid Tax Co,INVALID TAX,contact@invalidtax.com,True,555,False,Professional Services,,,,,,,,,,1.0
government_vendor,North Wind Industrial LLC,North Wind Industrial Llc,NORTH WIND INDUSTRIAL,ops@northwind.com,True,4155550140,True,Industrial Supplies,,,,,,,,,,1.0
erp_export,Northwind Industrial,Northwind Industrial,NORTHWIND INDUSTRIAL,billing@northwind.com,True,4155550140,True,Industrial Supplies,,,,,,78250.5,,,,0.875
conference_csv,Northwind Industrial,Northwind Industrial,NORTHWIND INDUSTRIAL,ops@northwind.com,True,4155550140,True,Industrial Supplies,,,,,,,,,,1.0
supplier_activity_api,Northwind Industrial,Northwind Industrial,NORTHWIND INDUSTRIAL,ops@northwind.com,True,4155550140,True,,,,,,,,,,medium,0.75
